# GL1L2  propL1h= 0.00000 propL1J= 1.00000  lambdaPhi= 0.000400000  lambdaPhij= 0.00200000  ungauged  ModAdamMax  learningRate= 0.00600000  betaV= 0.999000  betaM= 0.900000  eps= 1.00000e-06  batchSize=7007  miniBatchSize= 103  stepsPerEpoch= 68.0000
# learningRate.coolingMethod= (1+at)^b  stepsPerEpoch= 1.000000  warmupEpochs= 100.000000  maxLR= 0.00600000  maxLREpochs= 1736.00  constPerEpoch= 0.100000  power= -0.500000
# initial_h: to reproduce observed amino acid frequencies at each site.
# sigma_initial_J for Gaussian: 0.001
# MCMC Kernel: GibbsWithMHStep
# nIndependentMC = 7007  miniBatchSize = 103  for MCMC 
# initial configuration: observed sequence data
# nSamples for each MC run = 1
# nUnits=48  nInitialIterationsPerUnit=0  everyNIterationsPerUnit=10
# initialT = 1.00000  finalT = 1.00000  annealingRate = 0.990000; annealingRate may be adjusted.
# maxExtendedIterations = 1
# minLearningStepsForBestKL = 1744  minLearningSteps = 1836  maxNoLearnings = 91
#
# Frequencies, fia and fijab, are calculated from the effective number of sequences, effectiveNConfigs= 6341.77 .
#
# step	nNonEquil  nExtendedIterations of MC	<KLpi>	<KLpij> over ensemble and 97 minibatch ensembles with pseudocounts= 10.0000
#0	0 0	0.0748038 0.715107	0.00000 0.0641222
1283	0 1	0.0725598 0.661710	0.00178593 0.0479246
1284	0 1	0.0814311 0.671989	0.00182351 0.0480000
1285	0 1	0.0723556 0.653048	0.00184359 0.0480326
1286	0 1	0.0706849 0.649227	0.00184930 0.0480288
1287	0 1	0.0819953 0.676278	0.00184376 0.0480011
1288	0 1	0.0721796 0.654210	0.00183067 0.0479688
1289	0 1	0.0738890 0.657565	0.00183128 0.0479823
1290	0 1	0.0671046 0.637820	0.00184523 0.0479962
1291	0 1	0.0720554 0.650899	0.00181068 0.0479557
1292	0 1	0.0739870 0.659548	0.00179045 0.0479035
1293	0 1	0.0694394 0.649864	0.00179438 0.0479068
1294	0 1	0.0731381 0.654404	0.00177886 0.0478189
1295	0 1	0.0683634 0.649077	0.00175268 0.0477134
1296	0 1	0.0741505 0.659641	0.00174970 0.0476634
1297	0 1	0.0690508 0.655881	0.00174607 0.0476584
1298	0 1	0.0766234 0.665637	0.00176662 0.0477676
1299	0 1	0.0758927 0.655906	0.00175677 0.0477212
1300	0 1	0.0744291 0.661073	0.00174732 0.0476459
1301	0 1	0.0701090 0.647582	0.00175743 0.0476299
1302	0 1	0.0733642 0.655748	0.00175200 0.0475981
1303	0 1	0.0731401 0.658595	0.00173067 0.0475882
1304	0 1	0.0799874 0.674602	0.00174460 0.0476281
1305	0 1	0.0726618 0.650584	0.00178305 0.0475806
1306	0 1	0.0800118 0.665718	0.00177275 0.0475585
1307	0 1	0.0740798 0.662506	0.00179717 0.0476209
1308	0 1	0.0716411 0.652950	0.00177207 0.0475543
1309	0 1	0.0717785 0.654369	0.00177207 0.0475419
1310	0 1	0.0677997 0.647000	0.00176692 0.0474972
1311	0 1	0.0719701 0.646602	0.00176482 0.0474793
1312	0 1	0.0706636 0.651960	0.00176624 0.0474387
1313	0 1	0.0702168 0.650651	0.00179052 0.0474530
1314	0 1	0.0701122 0.647315	0.00183290 0.0475338
1315	0 1	0.0677662 0.641524	0.00185059 0.0475803
1316	0 1	0.0659639 0.630978	0.00185458 0.0475641
1317	0 1	0.0712452 0.652041	0.00186792 0.0475426
1318	0 1	0.0685340 0.656731	0.00186759 0.0475506
1319	0 1	0.0765101 0.671397	0.00185994 0.0475139
1320	0 1	0.0731726 0.658567	0.00184684 0.0474867
1321	0 1	0.0742309 0.651081	0.00186155 0.0475114
1322	0 1	0.0710436 0.652656	0.00187601 0.0475787
1323	0 1	0.0746221 0.658541	0.00187947 0.0476413
1324	0 1	0.0734651 0.662182	0.00187590 0.0477008
1325	0 1	0.0700786 0.644450	0.00188553 0.0477164
1326	0 1	0.0712954 0.654441	0.00189327 0.0477751
1327	0 1	0.0707836 0.662171	0.00188110 0.0478029
1328	0 1	0.0735324 0.660455	0.00187701 0.0478054
1329	0 1	0.0775302 0.667103	0.00188182 0.0477537
1330	0 1	0.0841244 0.677760	0.00186165 0.0477126
1331	0 1	0.0726418 0.655008	0.00187723 0.0477256
1332	0 1	0.0708617 0.651446	0.00187151 0.0476805
1333	0 1	0.0718948 0.647595	0.00186800 0.0476260
1334	0 1	0.0739547 0.653379	0.00186750 0.0475688
1335	0 1	0.0789833 0.675794	0.00185655 0.0475355
1336	0 1	0.0769687 0.664777	0.00186966 0.0475668
1337	0 1	0.0782709 0.666249	0.00188792 0.0476074
1338	0 1	0.0726160 0.661493	0.00189434 0.0475963
1339	0 1	0.0793803 0.669240	0.00191614 0.0475952
1340	0 1	0.0730090 0.655817	0.00192302 0.0475826
1341	0 1	0.0768438 0.668555	0.00192545 0.0475370
1342	0 1	0.0721057 0.650459	0.00192944 0.0475487
1343	0 1	0.0731097 0.653465	0.00193521 0.0475411
1344	0 1	0.0719568 0.652154	0.00192114 0.0475164
1345	0 1	0.0728163 0.652863	0.00193818 0.0476233
1346	0 1	0.0706415 0.647671	0.00191546 0.0475121
1347	0 1	0.0717519 0.646837	0.00191258 0.0475054
1348	0 1	0.0716757 0.649738	0.00189679 0.0475468
1349	0 1	0.0715284 0.654139	0.00188980 0.0475438
1350	0 1	0.0716446 0.647078	0.00189829 0.0475745
1351	0 1	0.0674811 0.641625	0.00188713 0.0475202
1352	0 1	0.0764495 0.668203	0.00187992 0.0474314
1353	0 1	0.0744706 0.656576	0.00190950 0.0474765
1354	0 1	0.0686935 0.645332	0.00192658 0.0475094
1355	0 1	0.0771216 0.669424	0.00192914 0.0474977
1356	0 1	0.0698650 0.653288	0.00191749 0.0474886
1357	0 1	0.0764884 0.670683	0.00189589 0.0474512
1358	0 1	0.0713866 0.651729	0.00187794 0.0474725
1359	0 1	0.0703711 0.647025	0.00191052 0.0475112
1360	0 1	0.0738921 0.657490	0.00188940 0.0474784
1361	0 1	0.0684019 0.641502	0.00190303 0.0475149
1362	0 1	0.0681328 0.653133	0.00191789 0.0475531
1363	0 1	0.0747370 0.657837	0.00191470 0.0475797
1364	0 1	0.0724858 0.655571	0.00190131 0.0475313
1365	0 1	0.0752099 0.662163	0.00189227 0.0475098
1366	0 1	0.0693465 0.647167	0.00188783 0.0474831
1367	0 1	0.0743427 0.660933	0.00188109 0.0474939
1368	0 1	0.0693427 0.645701	0.00187929 0.0474553
1369	0 1	0.0771188 0.667657	0.00188869 0.0474792
1370	0 1	0.0683622 0.642739	0.00187475 0.0474193
1371	0 1	0.0735727 0.659212	0.00189475 0.0474770
1372	0 1	0.0789407 0.669998	0.00190978 0.0474654
1373	0 1	0.0707672 0.654689	0.00190069 0.0474720
1374	0 1	0.0741067 0.662207	0.00192842 0.0474572
1375	0 1	0.0689573 0.645200	0.00190150 0.0473570
1376	0 1	0.0730401 0.646533	0.00194947 0.0475962
1377	0 1	0.0720946 0.651789	0.00197183 0.0476515
1378	0 1	0.0762672 0.665385	0.00197550 0.0476539
1379	0 1	0.0751184 0.658759	0.00200812 0.0477349
1380	0 1	0.0753904 0.664857	0.00199311 0.0477158
1381	0 1	0.0758224 0.665646	0.00196344 0.0476530
1382	0 1	0.0747927 0.660059	0.00194796 0.0475812
1383	0 1	0.0687452 0.653805	0.00192695 0.0474811
1384	0 1	0.0673483 0.637192	0.00189706 0.0473797
1385	0 1	0.0755223 0.663495	0.00191349 0.0474294
1386	0 1	0.0753720 0.666214	0.00188921 0.0472926
1387	0 1	0.0766742 0.669482	0.00185542 0.0471668
1388	0 1	0.0748216 0.655514	0.00186808 0.0471555
1389	0 1	0.0742257 0.661087	0.00189126 0.0472290
1390	0 1	0.0752028 0.665339	0.00186711 0.0471870
1391	0 1	0.0748194 0.661301	0.00189987 0.0472452
1392	0 1	0.0725562 0.653301	0.00189508 0.0472553
1393	0 1	0.0711389 0.652128	0.00186672 0.0471917
1394	0 1	0.0709937 0.655761	0.00185771 0.0471464
1395	0 1	0.0795128 0.678647	0.00184041 0.0470534
1396	0 1	0.0786385 0.668849	0.00183880 0.0470169
1397	0 1	0.0784166 0.665697	0.00185432 0.0470817
1398	0 1	0.0682003 0.640282	0.00183741 0.0470385
1399	0 1	0.0716396 0.654078	0.00182885 0.0469924
1400	0 1	0.0727991 0.654740	0.00187530 0.0471757
1401	0 1	0.0691032 0.652591	0.00185734 0.0471255
1402	0 1	0.0724990 0.653460	0.00183007 0.0470737
1403	0 1	0.0743888 0.653269	0.00183943 0.0470484
1404	0 1	0.0757529 0.669318	0.00179441 0.0469248
1405	0 1	0.0778862 0.668210	0.00177115 0.0468948
1406	0 1	0.0795134 0.671027	0.00176140 0.0468880
1407	0 1	0.0721794 0.657849	0.00176193 0.0469457
1408	0 1	0.0750729 0.657061	0.00174710 0.0468494
1409	0 1	0.0720756 0.661085	0.00174610 0.0468681
1410	0 1	0.0733922 0.644825	0.00172442 0.0467618
1411	0 1	0.0757803 0.656687	0.00173592 0.0468723
1412	0 1	0.0770068 0.661275	0.00171748 0.0468021
1413	0 1	0.0785702 0.673500	0.00172391 0.0467973
1414	0 1	0.0731714 0.655293	0.00171979 0.0467966
1415	0 1	0.0703103 0.647698	0.00171309 0.0467581
1416	0 1	0.0721283 0.654481	0.00171403 0.0467361
1417	0 1	0.0743962 0.668471	0.00171157 0.0466609
1418	0 1	0.0686208 0.643324	0.00170291 0.0466845
1419	0 1	0.0670300 0.638147	0.00168723 0.0466492
1420	0 1	0.0698082 0.654534	0.00169504 0.0466697
1421	0 1	0.0742699 0.660779	0.00167191 0.0465813
1422	0 1	0.0701858 0.649283	0.00167683 0.0465837
1423	0 1	0.0785429 0.664959	0.00167398 0.0466013
1424	0 1	0.0701872 0.647603	0.00168888 0.0466076
1425	0 1	0.0740734 0.667525	0.00167693 0.0465420
1426	0 1	0.0742795 0.655067	0.00170698 0.0465856
1427	0 1	0.0752921 0.656258	0.00171124 0.0466725
1428	0 1	0.0767867 0.664218	0.00171220 0.0466996
1429	0 1	0.0734110 0.656268	0.00173514 0.0467003
1430	0 1	0.0820626 0.667865	0.00171841 0.0466111
1431	0 1	0.0770172 0.670264	0.00172172 0.0465628
1432	0 1	0.0818513 0.680614	0.00172125 0.0465794
1433	0 1	0.0735429 0.667828	0.00169554 0.0464221
1434	0 1	0.0684954 0.639915	0.00168206 0.0463815
1435	0 1	0.0750251 0.660929	0.00169733 0.0463953
1436	0 1	0.0722471 0.658435	0.00170457 0.0464553
1437	0 1	0.0793404 0.673363	0.00168515 0.0463541
1438	0 1	0.0782150 0.662734	0.00167197 0.0463040
1439	0 1	0.0662586 0.641877	0.00166211 0.0462538
1440	0 1	0.0743053 0.655357	0.00165293 0.0462482
1441	0 1	0.0722414 0.655268	0.00166196 0.0462760
1442	0 1	0.0758318 0.660359	0.00167279 0.0462220
1443	0 1	0.0697249 0.641987	0.00167318 0.0462477
1444	0 1	0.0689387 0.642105	0.00166220 0.0462189
1445	0 1	0.0749069 0.663593	0.00167511 0.0462118
1446	0 1	0.0706153 0.657218	0.00166457 0.0462463
1447	0 1	0.0698722 0.651543	0.00164625 0.0462010
1448	0 1	0.0794016 0.669633	0.00166249 0.0461945
1449	0 1	0.0706714 0.648689	0.00166588 0.0461843
1450	0 1	0.0714006 0.648939	0.00164745 0.0461568
1451	0 1	0.0668558 0.647288	0.00163521 0.0461174
1452	0 1	0.0795732 0.672019	0.00162112 0.0460990
1453	0 1	0.0673762 0.648320	0.00163409 0.0461472
1454	0 1	0.0758460 0.657223	0.00165553 0.0461802
1455	0 1	0.0723269 0.649962	0.00165066 0.0461388
1456	0 1	0.0764136 0.655144	0.00165553 0.0461375
1457	0 1	0.0659491 0.632400	0.00163590 0.0461106
1458	0 1	0.0778191 0.663959	0.00163005 0.0460835
1459	0 1	0.0692393 0.645944	0.00162061 0.0460720
1460	0 1	0.0668071 0.640155	0.00163916 0.0460940
1461	0 1	0.0809039 0.675116	0.00162201 0.0460614
1462	0 1	0.0753021 0.665526	0.00160684 0.0459506
1463	0 1	0.0754980 0.666937	0.00161610 0.0459677
1464	0 1	0.0694936 0.647396	0.00161102 0.0459210
1465	0 1	0.0707619 0.652782	0.00162530 0.0459545
1466	0 1	0.0709152 0.645941	0.00160169 0.0458343
1467	0 1	0.0658845 0.636935	0.00160494 0.0458045
1468	0 1	0.0830633 0.679331	0.00160099 0.0457942
1469	0 1	0.0804877 0.673032	0.00159491 0.0457332
1470	0 1	0.0862027 0.683472	0.00159877 0.0457314
1471	0 1	0.0775554 0.665251	0.00157961 0.0456850
1472	0 1	0.0726399 0.659494	0.00158122 0.0457139
1473	0 1	0.0679582 0.644398	0.00156496 0.0456574
1474	0 1	0.0718131 0.652597	0.00155885 0.0456444
1475	0 1	0.0729532 0.656551	0.00157552 0.0456656
1476	0 1	0.0617664 0.628017	0.00155995 0.0456613
1477	0 1	0.0788432 0.678512	0.00159202 0.0457229
1478	0 1	0.0779621 0.664617	0.00159123 0.0457520
1479	0 1	0.0707607 0.648169	0.00159158 0.0457543
1480	0 1	0.0748231 0.662396	0.00160693 0.0458283
1481	0 1	0.0748086 0.659390	0.00162179 0.0458789
1482	0 1	0.0726477 0.657213	0.00162889 0.0458958
1483	0 1	0.0740318 0.661701	0.00161510 0.0458299
1484	0 1	0.0688841 0.649795	0.00161851 0.0458587
1485	0 1	0.0696018 0.646821	0.00159862 0.0458290
1486	0 1	0.0687795 0.642742	0.00162732 0.0458351
1487	0 1	0.0714551 0.655745	0.00161944 0.0458269
1488	0 1	0.0738475 0.657869	0.00160516 0.0457709
1489	0 1	0.0804983 0.673768	0.00160890 0.0457363
1490	0 1	0.0750231 0.661629	0.00158961 0.0456991
1491	0 1	0.0717144 0.653256	0.00158020 0.0456850
1492	0 1	0.0751092 0.665556	0.00157475 0.0456514
1493	0 1	0.0776089 0.664093	0.00156955 0.0456887
1494	0 1	0.0741837 0.657134	0.00155910 0.0456387
1495	0 1	0.0648932 0.625917	0.00157350 0.0456276
1496	0 1	0.0774249 0.665951	0.00156637 0.0455958
1497	0 1	0.0691998 0.652390	0.00153930 0.0454669
1498	0 1	0.0733538 0.653601	0.00153774 0.0454683
1499	0 1	0.0740174 0.657381	0.00152794 0.0454233
1500	0 1	0.0717605 0.645203	0.00152481 0.0454346
1501	0 1	0.0785701 0.664421	0.00151048 0.0453845
1502	0 1	0.0718356 0.649826	0.00151319 0.0453868
1503	0 1	0.0640211 0.635169	0.00151117 0.0453961
1504	0 1	0.0740522 0.664529	0.00150730 0.0453237
1505	0 1	0.0699549 0.646783	0.00151623 0.0452683
1506	0 1	0.0675203 0.636727	0.00151777 0.0452516
1507	0 1	0.0799235 0.671334	0.00151490 0.0451902
1508	0 1	0.0734833 0.658791	0.00150587 0.0451587
1509	0 1	0.0749714 0.657784	0.00151029 0.0451658
1510	0 1	0.0680845 0.641485	0.00150362 0.0451496
1511	0 1	0.0801560 0.670134	0.00150747 0.0451211
1512	0 1	0.0695929 0.644113	0.00152881 0.0452286
1513	0 1	0.0783444 0.662710	0.00151636 0.0452100
1514	0 1	0.0758385 0.664000	0.00152975 0.0452235
1515	0 1	0.0731050 0.663328	0.00151081 0.0451477
1516	0 1	0.0709232 0.649711	0.00152306 0.0451645
1517	0 1	0.0686705 0.647310	0.00149929 0.0450910
1518	0 1	0.0781776 0.669773	0.00152825 0.0451628
1519	0 1	0.0714290 0.656190	0.00151377 0.0451477
1520	0 1	0.0746710 0.652658	0.00152354 0.0451400
1521	0 1	0.0709954 0.652693	0.00152481 0.0451771
1522	0 1	0.0660656 0.632047	0.00151054 0.0451649
1523	0 1	0.0747628 0.653427	0.00151115 0.0451570
1524	0 1	0.0712748 0.648560	0.00152705 0.0452088
1525	0 1	0.0790624 0.670729	0.00152655 0.0451935
1526	0 1	0.0778267 0.665170	0.00152230 0.0451932
1527	0 1	0.0711371 0.655468	0.00155343 0.0452646
1528	0 1	0.0794169 0.661858	0.00157320 0.0453020
1529	0 1	0.0717939 0.654044	0.00156273 0.0453087
1530	0 1	0.0738008 0.653962	0.00156848 0.0452986
1531	0 1	0.0792336 0.672384	0.00156122 0.0452351
1532	0 1	0.0750138 0.660652	0.00156458 0.0452594
1533	0 1	0.0753137 0.660730	0.00156147 0.0452196
1534	0 1	0.0699056 0.648098	0.00157409 0.0452921
1535	0 1	0.0743154 0.652314	0.00157774 0.0453086
1536	0 1	0.0779818 0.666782	0.00156908 0.0452070
1537	0 1	0.0739852 0.659203	0.00157410 0.0452361
1538	0 1	0.0754032 0.655922	0.00158158 0.0452487
1539	0 1	0.0692311 0.645816	0.00157977 0.0452727
1540	0 1	0.0742600 0.661848	0.00156844 0.0452142
1541	0 1	0.0751046 0.657465	0.00157230 0.0452194
1542	0 1	0.0702175 0.649578	0.00157977 0.0452308
1543	0 1	0.0751575 0.653191	0.00158557 0.0451750
1544	0 1	0.0774349 0.665847	0.00157285 0.0451258
1545	0 1	0.0783471 0.669034	0.00154542 0.0450459
1546	0 1	0.0736269 0.656902	0.00152932 0.0450330
1547	0 1	0.0749412 0.657173	0.00154556 0.0450818
1548	0 1	0.0685094 0.641115	0.00154568 0.0450551
1549	0 1	0.0712297 0.666677	0.00154060 0.0450590
1550	0 1	0.0746001 0.655118	0.00154582 0.0450346
1551	0 1	0.0728671 0.654421	0.00154082 0.0450364
1552	0 1	0.0711692 0.651752	0.00153020 0.0450351
1553	0 1	0.0716277 0.653331	0.00150799 0.0449714
1554	0 1	0.0728368 0.662597	0.00148797 0.0449058
1555	0 1	0.0759593 0.666098	0.00145939 0.0448472
1556	0 1	0.0761740 0.663991	0.00145144 0.0448405
1557	0 1	0.0776110 0.658780	0.00145602 0.0448107
1558	0 1	0.0758099 0.659755	0.00147002 0.0448460
1559	0 1	0.0709040 0.645061	0.00150033 0.0449214
1560	0 1	0.0704032 0.646259	0.00148444 0.0448582
1561	0 1	0.0705453 0.655200	0.00147902 0.0448176
1562	0 1	0.0802572 0.668832	0.00149067 0.0448069
1563	0 1	0.0692012 0.641520	0.00150247 0.0448487
1564	0 1	0.0753464 0.661503	0.00151474 0.0448204
1565	0 1	0.0741808 0.662483	0.00149407 0.0447597
1566	0 1	0.0774909 0.666841	0.00146386 0.0446464
1567	0 1	0.0753891 0.660622	0.00147201 0.0446582
1568	0 1	0.0750405 0.667397	0.00149136 0.0447100
1569	0 1	0.0741741 0.657399	0.00148359 0.0446609
1570	0 1	0.0709695 0.649195	0.00150086 0.0446653
1571	0 1	0.0774251 0.662373	0.00151812 0.0446998
1572	0 1	0.0701761 0.648203	0.00151608 0.0447011
1573	0 1	0.0721357 0.652454	0.00151410 0.0446884
1574	0 1	0.0723603 0.655913	0.00151395 0.0447373
1575	0 1	0.0749906 0.671051	0.00151434 0.0447011
1576	0 1	0.0688470 0.641174	0.00151957 0.0446747
1577	0 1	0.0795110 0.667725	0.00151153 0.0446124
1578	0 1	0.0765233 0.655299	0.00152899 0.0446466
1579	0 1	0.0801955 0.671497	0.00154735 0.0446726
1580	0 1	0.0770585 0.667540	0.00151936 0.0446175
1581	0 1	0.0766250 0.662894	0.00151657 0.0445432
1582	0 1	0.0770868 0.664164	0.00151929 0.0445153
1583	0 1	0.0735896 0.655516	0.00149172 0.0444337
1584	0 1	0.0689710 0.649027	0.00150670 0.0444220
1585	0 1	0.0646303 0.627889	0.00149607 0.0444358
1586	0 1	0.0717700 0.646247	0.00147615 0.0443553
1587	0 1	0.0704077 0.648762	0.00147557 0.0443418
1588	0 1	0.0693437 0.648621	0.00149797 0.0444096
1589	0 1	0.0743395 0.658825	0.00151089 0.0444413
1590	0 1	0.0685683 0.642810	0.00151825 0.0444226
1591	0 1	0.0752309 0.656611	0.00153325 0.0444571
1592	0 1	0.0770272 0.660288	0.00152338 0.0443920
1593	0 1	0.0753131 0.661851	0.00152716 0.0443946
1594	0 1	0.0769387 0.663610	0.00152737 0.0443690
1595	0 1	0.0687020 0.640325	0.00151687 0.0443458
1596	0 1	0.0794394 0.663033	0.00152236 0.0443396
1597	0 1	0.0752646 0.662741	0.00154091 0.0443412
1598	0 1	0.0665455 0.646278	0.00153737 0.0443212
1599	0 1	0.0782292 0.671106	0.00156549 0.0443671
1600	0 1	0.0713273 0.653251	0.00157006 0.0444139
1601	0 1	0.0715855 0.656091	0.00156088 0.0444280
1602	0 1	0.0711076 0.653175	0.00154769 0.0444246
1603	0 1	0.0765415 0.670987	0.00153582 0.0443479
1604	0 1	0.0686280 0.644112	0.00152737 0.0443390
1605	0 1	0.0737144 0.650421	0.00152176 0.0443287
1606	0 1	0.0718707 0.657339	0.00153384 0.0443513
1607	0 1	0.0759541 0.657111	0.00153825 0.0443593
1608	0 1	0.0802612 0.670847	0.00152467 0.0442584
1609	0 1	0.0714135 0.655662	0.00152244 0.0441965
1610	0 1	0.0768847 0.667140	0.00152770 0.0441652
1611	0 1	0.0793841 0.663790	0.00154464 0.0441702
1612	0 1	0.0791757 0.667805	0.00153484 0.0441529
1613	0 1	0.0742651 0.657552	0.00153628 0.0441122
1614	0 1	0.0692519 0.646875	0.00155876 0.0441508
1615	0 1	0.0739303 0.662891	0.00154983 0.0441244
1616	0 1	0.0781001 0.668269	0.00157480 0.0441291
1617	0 1	0.0716473 0.652320	0.00156711 0.0441300
1618	0 1	0.0776165 0.665124	0.00153736 0.0440148
1619	0 1	0.0715717 0.651923	0.00153672 0.0440051
1620	0 1	0.0827559 0.676679	0.00153067 0.0439523
1621	0 1	0.0767311 0.664107	0.00153446 0.0438818
1622	0 1	0.0746743 0.667035	0.00152761 0.0437974
1623	0 1	0.0736426 0.657838	0.00151829 0.0438054
1624	0 1	0.0759882 0.672729	0.00148684 0.0437003
1625	0 1	0.0712022 0.646997	0.00148688 0.0436848
1626	0 1	0.0727677 0.654583	0.00150303 0.0437042
1627	0 1	0.0698550 0.637445	0.00148987 0.0436911
1628	0 1	0.0769690 0.665157	0.00148978 0.0436661
1629	0 1	0.0758035 0.656568	0.00149559 0.0436739
1630	0 1	0.0655350 0.639651	0.00150076 0.0436756
1631	0 1	0.0686833 0.641593	0.00149411 0.0436441
1632	0 1	0.0785056 0.667179	0.00150374 0.0436000
1633	0 1	0.0770011 0.665719	0.00150629 0.0436041
1634	0 1	0.0702694 0.654707	0.00149073 0.0435418
1635	0 1	0.0740641 0.657871	0.00147544 0.0435177
1636	0 1	0.0726883 0.651273	0.00145003 0.0435106
1637	0 1	0.0734522 0.645663	0.00145845 0.0435067
1638	0 1	0.0682523 0.647641	0.00145489 0.0435068
1639	0 1	0.0716348 0.653390	0.00145723 0.0434907
1640	0 1	0.0681558 0.638380	0.00145823 0.0435006
1641	0 1	0.0775917 0.670131	0.00147119 0.0435928
1642	0 1	0.0725927 0.659653	0.00147338 0.0435818
1643	0 1	0.0736552 0.650543	0.00147771 0.0435661
1644	0 1	0.0804727 0.674441	0.00146119 0.0434880
1645	0 1	0.0703782 0.640753	0.00144118 0.0434351
1646	0 1	0.0748125 0.669213	0.00145445 0.0434460
1647	0 1	0.0740104 0.652996	0.00144224 0.0433727
1648	0 1	0.0720586 0.650979	0.00141498 0.0433091
1649	0 1	0.0769532 0.661573	0.00141839 0.0433403
1650	0 1	0.0715564 0.653426	0.00141849 0.0433372
1651	0 1	0.0746501 0.660906	0.00140844 0.0432691
1652	0 1	0.0637962 0.631442	0.00142263 0.0433015
1653	0 1	0.0695548 0.642625	0.00143184 0.0433304
1654	0 1	0.0727498 0.654712	0.00144088 0.0433543
1655	0 1	0.0753323 0.662061	0.00145204 0.0433756
1656	0 1	0.0667287 0.636923	0.00144537 0.0433191
1657	0 1	0.0727622 0.643586	0.00145328 0.0433009
1658	0 1	0.0695385 0.650597	0.00143015 0.0432786
1659	0 1	0.0768083 0.653360	0.00141152 0.0433002
1660	0 1	0.0783169 0.664977	0.00142993 0.0432756
1661	0 1	0.0710880 0.647558	0.00142819 0.0432495
1662	0 1	0.0743422 0.666898	0.00142428 0.0432487
1663	0 1	0.0706171 0.648212	0.00142402 0.0432635
1664	0 1	0.0719650 0.656861	0.00142961 0.0432268
1665	0 1	0.0709835 0.652803	0.00141982 0.0432399
1666	0 1	0.0733904 0.657961	0.00142193 0.0432461
1667	0 1	0.0736957 0.655933	0.00142683 0.0432700
1668	0 1	0.0678381 0.641525	0.00142536 0.0432374
1669	0 1	0.0743549 0.657560	0.00141546 0.0431676
1670	0 1	0.0699410 0.643734	0.00141790 0.0431220
1671	0 1	0.0688597 0.641860	0.00142958 0.0431054
1672	0 1	0.0666423 0.633519	0.00142444 0.0430929
1673	0 1	0.0736917 0.655621	0.00140915 0.0430614
1674	0 1	0.0723737 0.652775	0.00141121 0.0430055
1675	0 1	0.0782890 0.665042	0.00140530 0.0429542
1676	0 1	0.0820895 0.681683	0.00141228 0.0428955
1677	0 1	0.0736825 0.661861	0.00140738 0.0428514
1678	0 1	0.0760366 0.666527	0.00140524 0.0428592
1679	0 1	0.0753861 0.656109	0.00140287 0.0428613
1680	0 1	0.0715909 0.651102	0.00140177 0.0428518
1681	0 1	0.0716953 0.647253	0.00139465 0.0428909
1682	0 1	0.0764925 0.662192	0.00140236 0.0428482
1683	0 1	0.0720544 0.653387	0.00141532 0.0428816
1684	0 1	0.0704275 0.649291	0.00141482 0.0428469
1685	0 1	0.0695347 0.648323	0.00142715 0.0428701
1686	0 1	0.0716627 0.653686	0.00144784 0.0428935
1687	0 1	0.0677920 0.638538	0.00145684 0.0428839
1688	0 1	0.0762901 0.668875	0.00145641 0.0428788
1689	0 1	0.0781834 0.658601	0.00146155 0.0429106
1690	0 1	0.0738328 0.652811	0.00144594 0.0428569
1691	0 1	0.0765152 0.660824	0.00145486 0.0428905
1692	0 1	0.0785065 0.669573	0.00145864 0.0428570
1693	0 1	0.0681859 0.643352	0.00143480 0.0428300
1694	0 1	0.0664201 0.641814	0.00143342 0.0428424
1695	0 1	0.0673078 0.636406	0.00142914 0.0427843
1696	0 1	0.0768769 0.660229	0.00143152 0.0427692
1697	0 1	0.0834028 0.676818	0.00144541 0.0428110
1698	0 1	0.0740050 0.647098	0.00147345 0.0429179
1699	0 1	0.0697188 0.640930	0.00150306 0.0430000
1700	0 1	0.0736982 0.650193	0.00152840 0.0430498
1701	0 1	0.0809795 0.672407	0.00153342 0.0430027
1702	0 1	0.0754414 0.658545	0.00153567 0.0430055
1703	0 1	0.0813397 0.679694	0.00151340 0.0429862
1704	0 1	0.0729406 0.658439	0.00150941 0.0429590
1705	0 1	0.0688595 0.644472	0.00150504 0.0429975
1706	0 1	0.0727045 0.655116	0.00149248 0.0430298
1707	0 1	0.0736517 0.650846	0.00152224 0.0431266
1708	0 1	0.0744410 0.651240	0.00154776 0.0432038
1709	0 1	0.0755400 0.664336	0.00156450 0.0432553
1710	0 1	0.0755753 0.666290	0.00154101 0.0432727
1711	0 1	0.0692135 0.639849	0.00153415 0.0432328
1712	0 1	0.0747622 0.657057	0.00153345 0.0431994
1713	0 1	0.0726398 0.649243	0.00151815 0.0431710
1714	0 1	0.0731302 0.662339	0.00150473 0.0431273
1715	0 1	0.0759761 0.660574	0.00154620 0.0432481
1716	0 1	0.0773163 0.665403	0.00153395 0.0431947
1717	0 1	0.0721156 0.650083	0.00152452 0.0432123
1718	0 1	0.0709619 0.652848	0.00151371 0.0431821
1719	0 1	0.0755005 0.661150	0.00151206 0.0431440
1720	0 1	0.0725366 0.644120	0.00152402 0.0431081
1721	0 1	0.0741221 0.659693	0.00151108 0.0430802
1722	0 1	0.0705837 0.655880	0.00149055 0.0430738
1723	0 1	0.0742550 0.656078	0.00147752 0.0430678
1724	0 1	0.0743937 0.652850	0.00150901 0.0431175
1725	0 1	0.0749029 0.656091	0.00152875 0.0432058
1726	0 1	0.0678890 0.643484	0.00147536 0.0430665
