# GL1L2  propL1h= 0.00000 propL1J= 1.00000  lambdaPhi= 0.000500000  lambdaPhij= 0.00200000  ungauged  ModAdam  learningRate= 0.00600000  betaV= 0.999000  betaM= 0.900000  eps= 1.00000e-06  batchSize=7007  miniBatchSize= 103  stepsPerEpoch= 68.0000
# learningRate.coolingMethod= (1+at)^b  stepsPerEpoch= 1.000000  warmupEpochs= 100.000000  maxLR= 0.00600000  maxLREpochs= 1736.00  constPerEpoch= 0.0100000  power= -0.500000
# initial_h: to reproduce observed amino acid frequencies at each site; pseudoNCountsForhia= 10.0
# sigma_initial_J for Gaussian: 0.001
# MCMC Kernel: GibbsWithMHStep  with pseudoNCountsForProposedPia= 10.0
# nIndependentMC= 7007  miniBatchSize= 103  for MCMC 
# initial configuration: observed sequence data
# nSamples for each MC run: 1
# nUnits= 48  nInitialIterationsPerUnit= 0  everyNIterationsPerUnit= 10
# initialT= 1.00000  finalT= 1.00000  annealingRate= 0.990000 ; annealingRate may be adjusted.
# maxExtendedIterations= 1
# minLearningStepsForBestKL= 3876  minLearningSteps= 1836  maxNoLearnings= 204
#
# Frequencies, fia and fijab, are calculated from the effective number of sequences, effectiveNConfigs= 6341.77 ,
# with the corrections, pseudoNCountsForBM= 0.0 , to avoid 0-counts.
#
# step	nNonEquil  nExtendedIterations of MC	<KLpi>	<KLpij> over ensemble and those over 97 minibatch ensembles with pseudoNCountsForKL= 1.00000
#0	0 0	0.0975072 1.19667	0.00000 0.0648353
1215	0 1	0.0924396 1.10587	0.00205986 0.0596222
1216	0 1	0.118070 1.14783	0.00202523 0.0595838
1217	0 1	0.0971261 1.11453	0.00201978 0.0595798
1218	0 1	0.103336 1.11544	0.00204839 0.0596054
1219	0 1	0.102673 1.13981	0.00205373 0.0595135
1220	0 1	0.100767 1.11460	0.00207382 0.0595129
1221	0 1	0.107136 1.13310	0.00209618 0.0594564
1222	0 1	0.0977928 1.12746	0.00211662 0.0593728
1223	0 1	0.102340 1.10309	0.00211907 0.0593083
1224	0 1	0.103026 1.12904	0.00216283 0.0593504
1225	0 1	0.0956041 1.12012	0.00214787 0.0593986
1226	0 1	0.102907 1.12862	0.00211646 0.0592944
1227	0 1	0.104107 1.09643	0.00212774 0.0593566
1228	0 1	0.0890801 1.10462	0.00214146 0.0593935
1229	0 1	0.101747 1.12207	0.00213344 0.0593446
1230	0 1	0.110540 1.13226	0.00212547 0.0593206
1231	0 1	0.0994242 1.12521	0.00214854 0.0593417
1232	0 1	0.106281 1.11667	0.00216161 0.0592925
1233	0 1	0.101904 1.12863	0.00214901 0.0591801
1234	0 1	0.107521 1.10737	0.00216977 0.0592611
1235	0 1	0.0942042 1.10401	0.00220933 0.0593714
1236	0 1	0.107059 1.13648	0.00218753 0.0592695
1237	0 1	0.108039 1.12136	0.00216820 0.0592452
1238	0 1	0.112149 1.15283	0.00214951 0.0592596
1239	0 1	0.105935 1.13620	0.00216509 0.0592102
1240	0 1	0.108260 1.11305	0.00219195 0.0593020
1241	0 1	0.0934045 1.10319	0.00218943 0.0592854
1242	0 1	0.0983351 1.10538	0.00219863 0.0592767
1243	0 1	0.0884787 1.08045	0.00218266 0.0593265
1244	0 1	0.109069 1.13576	0.00221526 0.0594325
1245	0 1	0.0926771 1.07872	0.00216794 0.0593088
1246	0 1	0.0961507 1.10621	0.00214001 0.0592502
1247	0 1	0.107530 1.11736	0.00214789 0.0592045
1248	0 1	0.0966009 1.09913	0.00214111 0.0592408
1249	0 1	0.102076 1.12568	0.00218198 0.0592403
1250	0 1	0.0944398 1.10721	0.00219484 0.0592388
1251	0 1	0.109052 1.12366	0.00222922 0.0592034
1252	0 1	0.102306 1.09803	0.00223671 0.0591700
1253	0 1	0.0968783 1.10292	0.00221340 0.0591224
1254	0 1	0.112402 1.11184	0.00219384 0.0590809
1255	0 1	0.107109 1.12344	0.00213956 0.0589800
1256	0 1	0.109311 1.12054	0.00212165 0.0589211
1257	0 1	0.108099 1.13557	0.00214631 0.0589567
1258	0 1	0.108920 1.14364	0.00212575 0.0588632
1259	0 1	0.0941692 1.10639	0.00209569 0.0587563
1260	0 1	0.103704 1.10699	0.00206865 0.0586753
1261	0 1	0.106443 1.12484	0.00203984 0.0585455
1262	0 1	0.102742 1.11910	0.00203801 0.0585486
1263	0 1	0.103312 1.12940	0.00204735 0.0586263
1264	0 1	0.103653 1.11516	0.00203237 0.0585395
1265	0 1	0.106225 1.11912	0.00201661 0.0584616
1266	0 1	0.0987787 1.11762	0.00203284 0.0585297
1267	0 1	0.0925246 1.09615	0.00205055 0.0585689
1268	0 1	0.0995941 1.10971	0.00204910 0.0585588
1269	0 1	0.106433 1.13105	0.00203336 0.0585606
1270	0 1	0.0948716 1.11596	0.00202499 0.0585247
1271	0 1	0.0976205 1.09495	0.00204633 0.0585470
1272	0 1	0.0924660 1.10254	0.00205543 0.0584136
1273	0 1	0.109533 1.12565	0.00202752 0.0583278
1274	0 1	0.0957815 1.09720	0.00206916 0.0583856
1275	0 1	0.107940 1.11833	0.00207578 0.0584876
1276	0 1	0.110762 1.11742	0.00211169 0.0586084
1277	0 1	0.105470 1.10881	0.00208594 0.0584954
1278	0 1	0.0936879 1.11410	0.00207309 0.0583901
1279	0 1	0.102804 1.11575	0.00205541 0.0582863
1280	0 1	0.106896 1.15171	0.00204343 0.0581739
1281	0 1	0.0959681 1.11104	0.00203068 0.0580672
1282	0 1	0.110508 1.13539	0.00201924 0.0581045
1283	0 1	0.103076 1.11352	0.00201248 0.0581358
1284	0 1	0.0994163 1.11411	0.00201945 0.0581477
1285	0 1	0.102077 1.10144	0.00201800 0.0582077
1286	0 1	0.102629 1.11807	0.00202248 0.0582186
1287	0 1	0.0954471 1.09316	0.00201399 0.0582189
1288	0 1	0.101181 1.12173	0.00201307 0.0581600
1289	0 1	0.0912114 1.08803	0.00202862 0.0582311
1290	0 1	0.101142 1.11882	0.00200412 0.0581664
1291	0 1	0.0952031 1.07887	0.00198713 0.0580695
1292	0 1	0.0955687 1.13856	0.00199386 0.0580582
1293	0 1	0.0860536 1.10625	0.00201428 0.0581279
1294	0 1	0.114791 1.13458	0.00199725 0.0580506
1295	0 1	0.110520 1.13371	0.00197317 0.0580356
1296	0 1	0.102335 1.12275	0.00196295 0.0579439
1297	0 1	0.0993094 1.11677	0.00196626 0.0580300
1298	0 1	0.0967672 1.12750	0.00194382 0.0579546
1299	0 1	0.104112 1.12257	0.00190320 0.0579355
1300	0 1	0.104802 1.11543	0.00188804 0.0579113
1301	0 1	0.0996504 1.12362	0.00189429 0.0579332
1302	0 1	0.105783 1.11362	0.00190285 0.0579463
1303	0 1	0.101278 1.10507	0.00189673 0.0577827
1304	0 1	0.103236 1.13528	0.00187783 0.0577181
1305	0 1	0.0891194 1.09849	0.00185392 0.0576774
1306	0 1	0.112219 1.15082	0.00185387 0.0576682
1307	0 1	0.0954143 1.10500	0.00184552 0.0576068
1308	0 1	0.100517 1.10744	0.00182159 0.0574557
1309	0 1	0.101636 1.12073	0.00181778 0.0575158
1310	0 1	0.111295 1.11072	0.00185333 0.0576209
1311	0 1	0.101338 1.11681	0.00185000 0.0575487
1312	0 1	0.0941072 1.11057	0.00186879 0.0575365
1313	0 1	0.109629 1.11987	0.00185944 0.0575317
1314	0 1	0.0973535 1.12334	0.00185188 0.0574986
1315	0 1	0.0873523 1.09885	0.00181858 0.0573447
1316	0 1	0.0942430 1.10377	0.00182369 0.0573617
1317	0 1	0.0966298 1.11354	0.00181207 0.0572955
1318	0 1	0.102452 1.13020	0.00179187 0.0572347
1319	0 1	0.115605 1.14256	0.00177505 0.0573033
1320	0 1	0.109160 1.10926	0.00176163 0.0572518
1321	0 1	0.105520 1.12897	0.00176751 0.0572216
1322	0 1	0.103585 1.11281	0.00179060 0.0572198
1323	0 1	0.100264 1.12615	0.00181317 0.0572441
1324	0 1	0.106749 1.13942	0.00179206 0.0570739
1325	0 1	0.0969754 1.11460	0.00177555 0.0570281
1326	0 1	0.0936235 1.09620	0.00177212 0.0570482
1327	0 1	0.0944246 1.11189	0.00176759 0.0570313
1328	0 1	0.111687 1.14072	0.00175653 0.0569110
1329	0 1	0.102671 1.13512	0.00174615 0.0568537
1330	0 1	0.100029 1.11018	0.00174893 0.0568705
1331	0 1	0.0956198 1.11204	0.00174136 0.0567856
1332	0 1	0.102646 1.11233	0.00175422 0.0567997
1333	0 1	0.111245 1.12505	0.00173466 0.0568769
1334	0 1	0.0936836 1.10791	0.00174876 0.0569580
1335	0 1	0.100186 1.12422	0.00175961 0.0569315
1336	0 1	0.0909019 1.10280	0.00176415 0.0569129
1337	0 1	0.103900 1.10626	0.00174407 0.0568787
1338	0 1	0.0985815 1.11027	0.00173101 0.0568070
1339	0 1	0.110339 1.12201	0.00175296 0.0568110
1340	0 1	0.100128 1.10306	0.00176405 0.0567796
1341	0 1	0.100071 1.08910	0.00174883 0.0567504
1342	0 1	0.0911814 1.11723	0.00172808 0.0567393
1343	0 1	0.0958329 1.10353	0.00173433 0.0568263
1344	0 1	0.0966585 1.10028	0.00174827 0.0569418
1345	0 1	0.110884 1.13203	0.00173953 0.0568771
1346	0 1	0.0978779 1.11800	0.00171536 0.0568151
1347	0 1	0.110677 1.12981	0.00173751 0.0568772
1348	0 1	0.101512 1.11771	0.00174060 0.0568357
1349	0 1	0.113770 1.14770	0.00173673 0.0567770
1350	0 1	0.0864130 1.08502	0.00173285 0.0567583
1351	0 1	0.101777 1.11561	0.00178404 0.0568618
1352	0 1	0.106705 1.13389	0.00179785 0.0568260
1353	0 1	0.101022 1.11211	0.00181894 0.0568304
1354	0 1	0.104803 1.13212	0.00180387 0.0568296
1355	0 1	0.0927736 1.09228	0.00178475 0.0568120
1356	0 1	0.112665 1.13495	0.00177310 0.0567864
1357	0 1	0.109384 1.12285	0.00174831 0.0568236
1358	0 1	0.105673 1.13703	0.00177148 0.0567978
1359	0 1	0.102246 1.10352	0.00179026 0.0568380
1360	0 1	0.101085 1.10343	0.00179017 0.0567827
1361	0 1	0.102827 1.10302	0.00177729 0.0567683
1362	0 1	0.102766 1.12934	0.00177016 0.0567511
1363	0 1	0.0930328 1.08077	0.00175688 0.0567373
1364	0 1	0.0899799 1.09644	0.00173838 0.0565911
1365	0 1	0.104073 1.11822	0.00174525 0.0565173
1366	0 1	0.101732 1.11628	0.00174980 0.0564924
1367	0 1	0.107300 1.12116	0.00178138 0.0565975
1368	0 1	0.0944627 1.10334	0.00179321 0.0565326
1369	0 1	0.108220 1.12156	0.00178193 0.0566075
1370	0 1	0.0969545 1.11451	0.00177552 0.0565687
1371	0 1	0.106983 1.12457	0.00177867 0.0565656
1372	0 1	0.103100 1.12372	0.00177772 0.0564925
1373	0 1	0.104400 1.11091	0.00179411 0.0564983
1374	0 1	0.103259 1.11701	0.00180794 0.0564517
1375	0 1	0.104749 1.10966	0.00179943 0.0563394
1376	0 1	0.112419 1.12809	0.00177972 0.0563123
1377	0 1	0.100806 1.10137	0.00175495 0.0561844
1378	0 1	0.0917356 1.10030	0.00178629 0.0562341
1379	0 1	0.0940151 1.09163	0.00179371 0.0563262
1380	0 1	0.0882464 1.10679	0.00178867 0.0563240
1381	0 1	0.0971470 1.11688	0.00179950 0.0563369
1382	0 1	0.0999712 1.10767	0.00182759 0.0563493
1383	0 1	0.0986802 1.12249	0.00185297 0.0563728
1384	0 1	0.103350 1.13438	0.00185133 0.0562781
1385	0 1	0.0997548 1.10973	0.00187625 0.0563852
1386	0 1	0.102067 1.13614	0.00187651 0.0563352
1387	0 1	0.102126 1.11602	0.00187039 0.0563937
1388	0 1	0.114285 1.12887	0.00190161 0.0564321
1389	0 1	0.101374 1.11787	0.00188887 0.0563465
1390	0 1	0.0945180 1.09118	0.00187756 0.0563845
1391	0 1	0.112816 1.14360	0.00187478 0.0563199
1392	0 1	0.0933233 1.10093	0.00190119 0.0563720
1393	0 1	0.110208 1.13924	0.00192755 0.0564762
1394	0 1	0.0994019 1.11505	0.00193995 0.0564999
1395	0 1	0.100037 1.11051	0.00190641 0.0563950
1396	0 1	0.0985371 1.12924	0.00190585 0.0563971
1397	0 1	0.101668 1.11827	0.00189485 0.0562671
1398	0 1	0.113631 1.12127	0.00192840 0.0562907
1399	0 1	0.109343 1.12378	0.00190267 0.0562594
1400	0 1	0.101647 1.13583	0.00188230 0.0561487
1401	0 1	0.0966065 1.10488	0.00191231 0.0561857
1402	0 1	0.103940 1.10472	0.00190528 0.0561634
1403	0 1	0.0978017 1.12646	0.00193854 0.0561912
1404	0 1	0.100748 1.11328	0.00193838 0.0563016
1405	0 1	0.109605 1.13405	0.00192820 0.0562834
1406	0 1	0.109673 1.14289	0.00194573 0.0563300
1407	0 1	0.102516 1.12298	0.00192967 0.0562468
1408	0 1	0.118099 1.12673	0.00192517 0.0562406
1409	0 1	0.102787 1.11543	0.00190135 0.0562639
1410	0 1	0.0947438 1.11057	0.00190269 0.0561861
1411	0 1	0.0963933 1.09682	0.00189300 0.0562437
1412	0 1	0.0887770 1.10554	0.00185730 0.0561271
1413	0 1	0.0998699 1.10678	0.00187056 0.0561551
1414	0 1	0.104636 1.11974	0.00182112 0.0560639
1415	0 1	0.0938400 1.10104	0.00182428 0.0561055
1416	0 1	0.101615 1.10650	0.00182403 0.0561080
1417	0 1	0.122065 1.15602	0.00181302 0.0560176
1418	0 1	0.112639 1.12745	0.00178358 0.0559493
1419	0 1	0.0957434 1.10214	0.00177264 0.0559116
1420	0 1	0.102862 1.12507	0.00178037 0.0559579
1421	0 1	0.103424 1.11153	0.00179815 0.0559648
1422	0 1	0.0958715 1.12014	0.00179725 0.0558985
1423	0 1	0.110060 1.11195	0.00180803 0.0559481
1424	0 1	0.0937490 1.10131	0.00180847 0.0558962
1425	0 1	0.100287 1.13295	0.00178755 0.0558952
1426	0 1	0.0970947 1.11998	0.00179352 0.0559031
1427	0 1	0.106206 1.09643	0.00181056 0.0558762
1428	0 1	0.100027 1.12889	0.00183462 0.0560115
1429	0 1	0.0946113 1.09161	0.00184712 0.0560963
1430	0 1	0.100612 1.13132	0.00185090 0.0560673
1431	0 1	0.0940414 1.09231	0.00187963 0.0561349
1432	0 1	0.109390 1.13736	0.00189953 0.0562050
1433	0 1	0.100947 1.11095	0.00187844 0.0561695
1434	0 1	0.0948687 1.11289	0.00184173 0.0560454
1435	0 1	0.0967065 1.10880	0.00184162 0.0560062
1436	0 1	0.101586 1.10559	0.00183013 0.0560212
1437	0 1	0.116133 1.13586	0.00178908 0.0558604
1438	0 1	0.100804 1.10635	0.00177480 0.0558021
1439	0 1	0.0960095 1.12044	0.00179854 0.0558889
1440	0 1	0.103716 1.11156	0.00180645 0.0558300
1441	0 1	0.0938417 1.10368	0.00178602 0.0557978
1442	0 1	0.0959615 1.08095	0.00177813 0.0557366
1443	0 1	0.0818176 1.08119	0.00178703 0.0558070
1444	0 1	0.112558 1.13125	0.00178729 0.0557910
1445	0 1	0.0985845 1.10956	0.00176787 0.0557076
1446	0 1	0.0911860 1.10021	0.00177396 0.0556495
1447	0 1	0.111529 1.11778	0.00174982 0.0556037
1448	0 1	0.107959 1.11534	0.00175399 0.0556070
1449	0 1	0.0921659 1.11412	0.00174872 0.0555887
1450	0 1	0.116249 1.14964	0.00174788 0.0555573
1451	0 1	0.0937768 1.10205	0.00174962 0.0555522
1452	0 1	0.0908657 1.09401	0.00176210 0.0556066
1453	0 1	0.0935042 1.10840	0.00175135 0.0555459
1454	0 1	0.0986010 1.11644	0.00173582 0.0554095
1455	0 1	0.0992407 1.10451	0.00169531 0.0553599
1456	0 1	0.109462 1.10718	0.00167471 0.0554050
1457	0 1	0.0931764 1.08242	0.00167384 0.0553467
1458	0 1	0.117436 1.12266	0.00166409 0.0552740
1459	0 1	0.103501 1.12793	0.00166475 0.0552753
1460	0 1	0.111573 1.12601	0.00166079 0.0552893
1461	0 1	0.101200 1.09802	0.00167167 0.0553513
1462	0 1	0.108510 1.13432	0.00166022 0.0553412
1463	0 1	0.112213 1.14145	0.00163439 0.0552354
1464	0 1	0.102738 1.13748	0.00160717 0.0550696
1465	0 1	0.114580 1.14007	0.00159549 0.0550455
1466	0 1	0.0904433 1.09924	0.00157117 0.0548787
1467	0 1	0.0994955 1.11908	0.00156896 0.0548701
1468	0 1	0.109290 1.11936	0.00155520 0.0548060
1469	0 1	0.0998677 1.12046	0.00154350 0.0547408
1470	0 1	0.113410 1.14182	0.00152032 0.0546995
1471	0 1	0.100806 1.11202	0.00151055 0.0546382
1472	0 1	0.0994635 1.13366	0.00151315 0.0546809
1473	0 1	0.109676 1.12987	0.00153037 0.0546940
1474	0 1	0.0991829 1.11688	0.00152877 0.0547427
1475	0 1	0.0962274 1.11324	0.00154783 0.0546739
1476	0 1	0.0998398 1.12303	0.00154997 0.0546138
1477	0 1	0.107732 1.13221	0.00154574 0.0546163
1478	0 1	0.113276 1.12292	0.00155689 0.0546202
1479	0 1	0.0987028 1.11487	0.00154953 0.0546017
1480	0 1	0.100386 1.10866	0.00155304 0.0546641
1481	0 1	0.0989665 1.12277	0.00154690 0.0546891
1482	0 1	0.0996888 1.09562	0.00154567 0.0547047
1483	0 1	0.0981633 1.10140	0.00153756 0.0546510
1484	0 1	0.107438 1.13817	0.00157754 0.0546508
1485	0 1	0.0929243 1.09007	0.00158352 0.0545840
1486	0 1	0.0996822 1.11259	0.00159263 0.0546422
1487	0 1	0.0998141 1.11765	0.00158530 0.0545693
1488	0 1	0.101111 1.11467	0.00161947 0.0545995
1489	0 1	0.0925829 1.10357	0.00162025 0.0545374
1490	0 1	0.100359 1.11028	0.00162811 0.0546129
1491	0 1	0.102312 1.11833	0.00163100 0.0546836
1492	0 1	0.100126 1.09155	0.00163447 0.0545779
1493	0 1	0.105920 1.11878	0.00164352 0.0545399
1494	0 1	0.104815 1.12052	0.00166026 0.0546290
1495	0 1	0.0972939 1.08579	0.00166841 0.0545759
1496	0 1	0.104355 1.11321	0.00169729 0.0546705
1497	0 1	0.116950 1.12441	0.00174233 0.0548824
1498	0 1	0.106451 1.12061	0.00173706 0.0548901
1499	0 1	0.0916898 1.08473	0.00173845 0.0549136
1500	0 1	0.0999006 1.12515	0.00169503 0.0547314
1501	0 1	0.0976333 1.09754	0.00172312 0.0547068
1502	0 1	0.0879921 1.08822	0.00173343 0.0547338
1503	0 1	0.107029 1.10767	0.00171953 0.0546129
1504	0 1	0.0891427 1.11087	0.00171548 0.0546498
1505	0 1	0.103376 1.10921	0.00172530 0.0546086
1506	0 1	0.100583 1.10753	0.00173872 0.0545442
1507	0 1	0.103092 1.10106	0.00174391 0.0546239
1508	0 1	0.0918907 1.08786	0.00175116 0.0545075
1509	0 1	0.0911549 1.09167	0.00178358 0.0545709
1510	0 1	0.102627 1.11989	0.00177989 0.0545777
1511	0 1	0.0993755 1.10777	0.00177066 0.0546179
1512	0 1	0.100149 1.11522	0.00179426 0.0546815
1513	0 1	0.104915 1.08538	0.00181626 0.0546954
1514	0 1	0.0960458 1.12716	0.00179308 0.0546673
1515	0 1	0.104088 1.11255	0.00180204 0.0546833
1516	0 1	0.0989854 1.10527	0.00178282 0.0546150
1517	0 1	0.101739 1.11484	0.00179641 0.0546944
1518	0 1	0.100575 1.12170	0.00179078 0.0545748
1519	0 1	0.103910 1.12147	0.00178668 0.0546646
1520	0 1	0.107754 1.10687	0.00180378 0.0546141
1521	0 1	0.101663 1.10580	0.00180705 0.0546847
1522	0 1	0.111502 1.12565	0.00181955 0.0546956
1523	0 1	0.0945762 1.09471	0.00180121 0.0546473
1524	0 1	0.115241 1.15259	0.00181076 0.0546293
1525	0 1	0.0911573 1.09101	0.00184588 0.0546452
1526	0 1	0.0896665 1.08485	0.00183836 0.0546323
1527	0 1	0.0864753 1.08994	0.00180776 0.0546309
1528	0 1	0.0949260 1.09495	0.00181969 0.0547397
1529	0 1	0.101299 1.11342	0.00181420 0.0546819
1530	0 1	0.0976896 1.10362	0.00175347 0.0545985
1531	0 1	0.103153 1.11653	0.00176878 0.0546172
1532	0 1	0.104304 1.10594	0.00177307 0.0546303
1533	0 1	0.103177 1.12302	0.00178184 0.0546122
1534	0 1	0.103845 1.12679	0.00180246 0.0546716
1535	0 1	0.102047 1.12235	0.00180790 0.0546897
1536	0 1	0.0938854 1.10739	0.00180106 0.0546671
1537	0 1	0.0977775 1.10030	0.00179948 0.0546657
1538	0 1	0.110159 1.09780	0.00179287 0.0546253
1539	0 1	0.0945099 1.09948	0.00179054 0.0545935
1540	0 1	0.106698 1.11880	0.00178396 0.0545499
1541	0 1	0.105507 1.10948	0.00177745 0.0545298
1542	0 1	0.100557 1.14066	0.00176661 0.0544744
1543	0 1	0.0951415 1.11321	0.00178978 0.0545301
1544	0 1	0.0943429 1.10149	0.00180286 0.0546075
1545	0 1	0.0986070 1.12014	0.00179510 0.0544840
1546	0 1	0.107734 1.13151	0.00177337 0.0545193
1547	0 1	0.0934248 1.10538	0.00178592 0.0544614
1548	0 1	0.0950300 1.08971	0.00178334 0.0544288
1549	0 1	0.112006 1.13209	0.00177097 0.0543855
1550	0 1	0.101238 1.11262	0.00179878 0.0543733
1551	0 1	0.101262 1.11232	0.00178800 0.0544074
1552	0 1	0.0959082 1.10354	0.00179348 0.0543324
1553	0 1	0.100587 1.11108	0.00182756 0.0544668
1554	0 1	0.114203 1.12823	0.00182809 0.0545125
1555	0 1	0.106180 1.13259	0.00181596 0.0544623
1556	0 1	0.115515 1.14457	0.00179939 0.0544044
1557	0 1	0.0920539 1.11033	0.00180164 0.0542928
1558	0 1	0.108911 1.11377	0.00174855 0.0541262
1559	0 1	0.118353 1.14518	0.00175831 0.0542294
1560	0 1	0.0986419 1.10883	0.00175014 0.0542368
1561	0 1	0.100514 1.11693	0.00173870 0.0541992
1562	0 1	0.0973737 1.11832	0.00175129 0.0542094
1563	0 1	0.0912694 1.09862	0.00173657 0.0541382
1564	0 1	0.100719 1.12029	0.00174235 0.0541272
1565	0 1	0.109988 1.11445	0.00177391 0.0543220
1566	0 1	0.101288 1.11129	0.00180003 0.0544352
1567	0 1	0.0979629 1.11664	0.00179318 0.0543166
1568	0 1	0.103645 1.11007	0.00179053 0.0542560
1569	0 1	0.0987401 1.11850	0.00177035 0.0542302
1570	0 1	0.102245 1.10658	0.00175846 0.0542235
1571	0 1	0.0921539 1.09808	0.00175765 0.0542123
1572	0 1	0.102780 1.11892	0.00173099 0.0542052
1573	0 1	0.101174 1.11256	0.00172192 0.0541713
1574	0 1	0.130546 1.17909	0.00171397 0.0541867
1575	0 1	0.0958993 1.09629	0.00171861 0.0542886
1576	0 1	0.0916012 1.09355	0.00171933 0.0542951
1577	0 1	0.0898452 1.12554	0.00170913 0.0542534
1578	0 1	0.0944309 1.12171	0.00172190 0.0542772
1579	0 1	0.0999340 1.11673	0.00175075 0.0542505
1580	0 1	0.104647 1.12044	0.00172289 0.0541958
1581	0 1	0.0864442 1.10350	0.00170791 0.0541218
1582	0 1	0.0991628 1.08596	0.00171903 0.0541335
1583	0 1	0.106485 1.11491	0.00171923 0.0541208
1584	0 1	0.107933 1.11921	0.00171901 0.0541201
1585	0 1	0.101538 1.12953	0.00172351 0.0540666
1586	0 1	0.109970 1.11988	0.00170012 0.0540113
1587	0 1	0.0854945 1.08250	0.00167874 0.0539466
1588	0 1	0.102934 1.10337	0.00168796 0.0539396
1589	0 1	0.0967068 1.12315	0.00168991 0.0539208
1590	0 1	0.0949241 1.10028	0.00170899 0.0540221
1591	0 1	0.0963629 1.09876	0.00171598 0.0540928
1592	0 1	0.104401 1.13560	0.00168603 0.0540525
1593	0 1	0.101631 1.11516	0.00168860 0.0540096
1594	0 1	0.0950842 1.09687	0.00166575 0.0539126
1595	0 1	0.109651 1.13527	0.00163640 0.0537795
1596	0 1	0.100721 1.10723	0.00164399 0.0536961
1597	0 1	0.100188 1.12210	0.00165689 0.0537328
1598	0 1	0.109231 1.12263	0.00165484 0.0537112
1599	0 1	0.0848561 1.08611	0.00164033 0.0536583
1600	0 1	0.105724 1.13473	0.00165348 0.0536765
1601	0 1	0.106282 1.11160	0.00166550 0.0536446
1602	0 1	0.110908 1.14481	0.00166800 0.0536073
1603	0 1	0.0913332 1.10753	0.00166488 0.0535894
1604	0 1	0.100046 1.12077	0.00167088 0.0535521
1605	0 1	0.110333 1.10577	0.00167237 0.0535276
1606	0 1	0.106971 1.11358	0.00167503 0.0535481
1607	0 1	0.123799 1.15515	0.00165745 0.0535098
1608	0 1	0.0960470 1.09641	0.00167825 0.0534734
1609	0 1	0.103469 1.11222	0.00167408 0.0534202
1610	0 1	0.109151 1.13649	0.00165647 0.0532727
1611	0 1	0.110229 1.09985	0.00167416 0.0533448
1612	0 1	0.107000 1.11373	0.00169830 0.0533792
1613	0 1	0.0996192 1.09806	0.00170741 0.0533838
1614	0 1	0.0925310 1.07986	0.00171942 0.0534265
1615	0 1	0.0998727 1.10320	0.00172447 0.0534887
1616	0 1	0.0983972 1.11092	0.00169537 0.0534618
1617	0 1	0.0926983 1.08424	0.00169700 0.0534756
1618	0 1	0.0957187 1.10590	0.00169023 0.0534565
1619	0 1	0.0894575 1.09136	0.00168129 0.0534720
1620	0 1	0.108465 1.12285	0.00167411 0.0535046
1621	0 1	0.0975771 1.11586	0.00168522 0.0535637
1622	0 1	0.0998356 1.10243	0.00167447 0.0535416
1623	0 1	0.0955779 1.11123	0.00169511 0.0534849
1624	0 1	0.100945 1.12885	0.00171731 0.0535366
1625	0 1	0.0923963 1.09839	0.00172774 0.0535111
1626	0 1	0.103897 1.12713	0.00173706 0.0535140
1627	0 1	0.0888774 1.10117	0.00172975 0.0535067
1628	0 1	0.0913459 1.10154	0.00173680 0.0534850
1629	0 1	0.0954549 1.12065	0.00169433 0.0534140
1630	0 1	0.0992612 1.10754	0.00171744 0.0535041
1631	0 1	0.104578 1.12481	0.00170481 0.0533687
1632	0 1	0.0975888 1.13170	0.00170373 0.0533340
1633	0 1	0.0982471 1.08379	0.00171517 0.0534420
1634	0 1	0.103749 1.11574	0.00173299 0.0534873
1635	0 1	0.0940557 1.10788	0.00172139 0.0534421
1636	0 1	0.109292 1.11934	0.00171255 0.0534089
1637	0 1	0.102424 1.12972	0.00169559 0.0533686
1638	0 1	0.113111 1.14518	0.00172010 0.0534213
1639	0 1	0.0861177 1.10274	0.00170582 0.0534093
1640	0 1	0.0937543 1.09345	0.00171264 0.0534060
1641	0 1	0.0805244 1.08414	0.00171678 0.0534057
1642	0 1	0.111785 1.11986	0.00173294 0.0534156
1643	0 1	0.0886596 1.09330	0.00174051 0.0534323
1644	0 1	0.0901375 1.10157	0.00171705 0.0533782
1645	0 1	0.106026 1.15020	0.00172926 0.0533810
1646	0 1	0.0981596 1.11275	0.00172433 0.0533502
1647	0 1	0.101240 1.10163	0.00170755 0.0533616
1648	0 1	0.0991099 1.10506	0.00172466 0.0534112
1649	0 1	0.106504 1.12560	0.00174826 0.0535010
1650	0 1	0.0881366 1.08440	0.00174863 0.0534091
1651	0 1	0.0868934 1.08815	0.00175765 0.0533012
1652	0 1	0.0999808 1.08311	0.00176671 0.0534444
1653	0 1	0.113079 1.13492	0.00173871 0.0533738
1654	0 1	0.0985073 1.11109	0.00175471 0.0533565
1655	0 1	0.0905927 1.09730	0.00178148 0.0533900
1656	0 1	0.102930 1.12402	0.00174373 0.0532869
1657	0 1	0.0999767 1.10601	0.00175454 0.0532836
1658	0 1	0.103978 1.10735	0.00174471 0.0532469
1659	0 1	0.110216 1.12440	0.00174486 0.0531753
1660	0 1	0.100906 1.12681	0.00174201 0.0531874
1661	0 1	0.102025 1.10827	0.00174689 0.0532342
1662	0 1	0.0988573 1.11284	0.00173529 0.0530851
1663	0 1	0.100263 1.11280	0.00174253 0.0530454
1664	0 1	0.100171 1.13783	0.00172691 0.0529919
